,model,train_accuracy,test_accuracy,train_loss,test_loss,epoch,time,batch_size,lr,momentum
0,LeNet5,0.24206666666666668,0.4271,2.247645616531372,2.2441225051879883,1,6.9406726360321045,2048,0.01,0.9
1,LeNet5,0.5770666666666666,0.7881,1.067370891571045,0.9290003776550293,2,7.063354015350342,2048,0.01,0.9
2,LeNet5,0.8358666666666666,0.9018,0.3540538549423218,0.33468562364578247,3,6.879354238510132,2048,0.01,0.9
3,LeNet5,0.9125833333333333,0.9366,0.2624949514865875,0.21601906418800354,4,6.859027624130249,2048,0.01,0.9
4,LeNet5,0.93375,0.9485,0.17745724320411682,0.17692241072654724,5,6.881814956665039,2048,0.01,0.9
5,LeNet5,0.9460666666666666,0.9568,0.15631228685379028,0.1469801813364029,6,7.17138671875,2048,0.01,0.9
6,LeNet5,0.9533666666666667,0.9595,0.12275919318199158,0.1356968730688095,7,6.889620780944824,2048,0.01,0.9
7,LeNet5,0.9588666666666666,0.9649,0.12728577852249146,0.1117105558514595,8,6.8707075119018555,2048,0.01,0.9
8,LeNet5,0.9640666666666666,0.9668,0.13449972867965698,0.1043410375714302,9,6.829660177230835,2048,0.01,0.9
9,LeNet5,0.9664166666666667,0.9731,0.077194444835186,0.09067340940237045,10,6.828001976013184,2048,0.01,0.9
10,LeNet5,0.9694166666666667,0.9748,0.07474549114704132,0.08689340204000473,11,6.985117435455322,2048,0.01,0.9
11,LeNet5,0.9717166666666667,0.9767,0.07778827846050262,0.07958151400089264,12,6.903051853179932,2048,0.01,0.9
12,LeNet5,0.9738,0.9747,0.07800007611513138,0.07756294310092926,13,7.006674766540527,2048,0.01,0.9
13,LeNet5,0.9740833333333333,0.9772,0.08233042806386948,0.07347099483013153,14,6.91099214553833,2048,0.01,0.9
14,LeNet5,0.97605,0.9788,0.09149684011936188,0.07134675234556198,15,7.02774977684021,2048,0.01,0.9
15,LeNet5,0.9776,0.9783,0.05542992427945137,0.0712854340672493,16,6.847707986831665,2048,0.01,0.9
16,LeNet5,0.97705,0.9803,0.08536843955516815,0.06177239865064621,17,6.806475400924683,2048,0.01,0.9
17,LeNet5,0.9788833333333333,0.9803,0.06918781995773315,0.06049163639545441,18,6.840604066848755,2048,0.01,0.9
18,LeNet5,0.9794666666666667,0.9812,0.0699261948466301,0.059982866048812866,19,7.05564022064209,2048,0.01,0.9
19,LeNet5,0.9806,0.9798,0.06658173352479935,0.06127025932073593,20,6.859558343887329,2048,0.01,0.9
20,LeNet5,0.9805666666666667,0.9817,0.05961080640554428,0.05698757246136665,21,7.100284576416016,2048,0.01,0.9
21,LeNet5,0.9823833333333334,0.9829,0.048857323825359344,0.05344047769904137,22,6.87643575668335,2048,0.01,0.9
22,LeNet5,0.9833166666666666,0.9832,0.057702917605638504,0.05219670385122299,23,6.962594270706177,2048,0.01,0.9
23,LeNet5,0.9829666666666667,0.9825,0.04947834089398384,0.05108020827174187,24,6.8409764766693115,2048,0.01,0.9
24,LeNet5,0.9836166666666667,0.9798,0.055061642080545425,0.06117122247815132,25,6.812263011932373,2048,0.01,0.9
25,LeNet5,0.9832,0.9822,0.05016985163092613,0.05428991839289665,26,6.9661476612091064,2048,0.01,0.9
26,LeNet5,0.98325,0.9841,0.032799579203128815,0.04900994151830673,27,6.994357109069824,2048,0.01,0.9
27,LeNet5,0.9860833333333333,0.9836,0.02843485400080681,0.04907386004924774,28,6.964401960372925,2048,0.01,0.9
28,LeNet5,0.9857166666666667,0.985,0.05711308866739273,0.04667029529809952,29,6.846855640411377,2048,0.01,0.9
29,LeNet5,0.9861166666666666,0.9845,0.06059285253286362,0.045577894896268845,30,6.869848251342773,2048,0.01,0.9
30,LeNet5,0.20365,0.2615,2.2825891971588135,2.279031753540039,1,6.950902223587036,4096,0.014142135623730952,0.9
31,LeNet5,0.38121666666666665,0.5331,2.201355457305908,2.1851606369018555,2,6.945838212966919,4096,0.014142135623730952,0.9
32,LeNet5,0.5776333333333333,0.7347,1.427345871925354,1.2568801641464233,3,6.865039110183716,4096,0.014142135623730952,0.9
33,LeNet5,0.779,0.7193,1.6509264707565308,2.267697334289551,4,6.870544195175171,4096,0.014142135623730952,0.9
34,LeNet5,0.5631666666666667,0.6915,1.2781245708465576,1.1434972286224365,5,7.034830093383789,4096,0.014142135623730952,0.9
35,LeNet5,0.8090833333333334,0.8781,0.47805142402648926,0.41422075033187866,6,6.991520166397095,4096,0.014142135623730952,0.9
36,LeNet5,0.8976666666666666,0.927,0.3086435794830322,0.2522197961807251,7,6.808513402938843,4096,0.014142135623730952,0.9
37,LeNet5,0.9275833333333333,0.9412,0.2235056459903717,0.20012183487415314,8,7.057912826538086,4096,0.014142135623730952,0.9
38,LeNet5,0.9399166666666666,0.948,0.20554620027542114,0.16980986297130585,9,6.994030952453613,4096,0.014142135623730952,0.9
39,LeNet5,0.9479333333333333,0.9543,0.1712210476398468,0.14981302618980408,10,6.905553102493286,4096,0.014142135623730952,0.9
40,LeNet5,0.9540666666666666,0.9586,0.14221075177192688,0.1364182084798813,11,6.94240140914917,4096,0.014142135623730952,0.9
41,LeNet5,0.95875,0.9619,0.13084249198436737,0.12204281240701675,12,6.868746995925903,4096,0.014142135623730952,0.9
42,LeNet5,0.9615666666666667,0.9657,0.12331784516572952,0.11112744361162186,13,7.05582857131958,4096,0.014142135623730952,0.9
43,LeNet5,0.9644333333333334,0.9659,0.13533484935760498,0.10547433793544769,14,7.095494270324707,4096,0.014142135623730952,0.9
44,LeNet5,0.9670666666666666,0.969,0.10079600661993027,0.09773121029138565,15,6.908731698989868,4096,0.014142135623730952,0.9
45,LeNet5,0.9677833333333333,0.9704,0.10553234815597534,0.09190673381090164,16,6.877007722854614,4096,0.014142135623730952,0.9
46,LeNet5,0.9697,0.9717,0.09754502773284912,0.08994569629430771,17,6.837584018707275,4096,0.014142135623730952,0.9
47,LeNet5,0.9711666666666666,0.9747,0.09186609089374542,0.08504015952348709,18,6.854220390319824,4096,0.014142135623730952,0.9
48,LeNet5,0.9727,0.9768,0.07301165163516998,0.07949654757976532,19,6.846674680709839,4096,0.014142135623730952,0.9
49,LeNet5,0.97315,0.9752,0.08863773196935654,0.08021724224090576,20,6.8079917430877686,4096,0.014142135623730952,0.9
50,LeNet5,0.9742666666666666,0.9769,0.07350718230009079,0.07495596259832382,21,7.068772554397583,4096,0.014142135623730952,0.9
51,LeNet5,0.97505,0.9775,0.091941237449646,0.07505785673856735,22,6.923558235168457,4096,0.014142135623730952,0.9
52,LeNet5,0.9766833333333333,0.9777,0.06975934654474258,0.06995823979377747,23,6.89086389541626,4096,0.014142135623730952,0.9
53,LeNet5,0.9769333333333333,0.9797,0.08185001462697983,0.06608368456363678,24,6.828666687011719,4096,0.014142135623730952,0.9
54,LeNet5,0.97795,0.9801,0.06370869278907776,0.06394796073436737,25,6.838853359222412,4096,0.014142135623730952,0.9
55,LeNet5,0.9786666666666667,0.9804,0.06809717416763306,0.06339313089847565,26,6.978856325149536,4096,0.014142135623730952,0.9
56,LeNet5,0.9792833333333333,0.981,0.06158381700515747,0.06126716360449791,27,7.176461696624756,4096,0.014142135623730952,0.9
57,LeNet5,0.9796666666666667,0.9806,0.06298492103815079,0.061121467500925064,28,7.0151755809783936,4096,0.014142135623730952,0.9
58,LeNet5,0.9798166666666667,0.9806,0.07228269428014755,0.059138085693120956,29,6.87941575050354,4096,0.014142135623730952,0.9
59,LeNet5,0.9803166666666666,0.9818,0.06459303945302963,0.05726070702075958,30,6.993683815002441,4096,0.014142135623730952,0.9
60,LeNet5,0.18146666666666667,0.2384,2.291219711303711,2.2902214527130127,1,6.900058746337891,8192,0.02,0.9
61,LeNet5,0.24965,0.3241,2.269559383392334,2.263397455215454,2,6.926400423049927,8192,0.02,0.9
62,LeNet5,0.41691666666666666,0.5158,2.2020416259765625,2.184544801712036,3,6.897008657455444,8192,0.02,0.9
63,LeNet5,0.5288333333333334,0.6193,1.923974871635437,1.8201968669891357,4,7.135075330734253,8192,0.02,0.9
64,LeNet5,0.7089666666666666,0.8006,0.8238930106163025,0.6948354244232178,5,6.873952150344849,8192,0.02,0.9
65,LeNet5,0.6582,0.3164,4.637766361236572,1.9596443176269531,6,6.957118034362793,8192,0.02,0.9
66,LeNet5,0.29051666666666665,0.2539,2.223747968673706,2.223613977432251,7,6.904184103012085,8192,0.02,0.9
67,LeNet5,0.30151666666666666,0.4379,2.1524510383605957,2.1146867275238037,8,7.014508962631226,8192,0.02,0.9
68,LeNet5,0.49116666666666664,0.6253,1.6100008487701416,1.4711426496505737,9,6.852526903152466,8192,0.02,0.9
69,LeNet5,0.6736333333333333,0.8195,0.7040662169456482,0.587533712387085,10,6.886792421340942,8192,0.02,0.9
70,LeNet5,0.8359333333333333,0.8874,0.4514414668083191,0.37910717725753784,11,6.930248975753784,8192,0.02,0.9
71,LeNet5,0.89815,0.9216,0.3024659752845764,0.25739917159080505,12,6.89364218711853,8192,0.02,0.9
72,LeNet5,0.9242666666666667,0.9395,0.20442356169223785,0.20075775682926178,13,7.026040315628052,8192,0.02,0.9
73,LeNet5,0.9374333333333333,0.9468,0.19467154145240784,0.17038005590438843,14,6.874505519866943,8192,0.02,0.9
74,LeNet5,0.94585,0.9538,0.18338137865066528,0.15026624500751495,15,7.068745851516724,8192,0.02,0.9
75,LeNet5,0.9512833333333334,0.957,0.15913765132427216,0.13750556111335754,16,7.009393930435181,8192,0.02,0.9
76,LeNet5,0.9554,0.9598,0.14589327573776245,0.12962162494659424,17,6.878564357757568,8192,0.02,0.9
77,LeNet5,0.9578,0.9623,0.14988259971141815,0.11966203898191452,18,6.771265983581543,8192,0.02,0.9
78,LeNet5,0.9607333333333333,0.9663,0.12419067323207855,0.11059201508760452,19,6.803840160369873,8192,0.02,0.9
79,LeNet5,0.9633333333333334,0.9689,0.11878150701522827,0.10508127510547638,20,6.918102741241455,8192,0.02,0.9
80,LeNet5,0.9648,0.9676,0.1190822422504425,0.10183992981910706,21,7.024901390075684,8192,0.02,0.9
81,LeNet5,0.9652833333333334,0.9709,0.10481349378824234,0.09566570073366165,22,6.884984493255615,8192,0.02,0.9
82,LeNet5,0.9673833333333334,0.9703,0.11257131397724152,0.09447789937257767,23,6.922777891159058,8192,0.02,0.9
83,LeNet5,0.9688333333333333,0.9711,0.11108645796775818,0.09112527221441269,24,6.8467137813568115,8192,0.02,0.9
84,LeNet5,0.9699,0.9734,0.10037413984537125,0.0864843800663948,25,6.870355606079102,8192,0.02,0.9
85,LeNet5,0.97085,0.9728,0.08883590251207352,0.08490711450576782,26,6.8715338706970215,8192,0.02,0.9
86,LeNet5,0.9717666666666667,0.9756,0.08869338780641556,0.07957146316766739,27,6.853589296340942,8192,0.02,0.9
87,LeNet5,0.9730166666666666,0.976,0.08858676254749298,0.07742854952812195,28,7.027456283569336,8192,0.02,0.9
88,LeNet5,0.97355,0.9766,0.08142313361167908,0.07450882345438004,29,6.91485071182251,8192,0.02,0.9
89,LeNet5,0.9743666666666667,0.9777,0.07370330393314362,0.07213418185710907,30,6.87787389755249,8192,0.02,0.9
90,LeNet5,0.17793333333333333,0.2324,2.2961440086364746,2.2930471897125244,1,6.9060797691345215,8192,0.014142135623730952,0.929
91,LeNet5,0.23998333333333333,0.2663,2.2774240970611572,2.2734551429748535,2,6.871892690658569,8192,0.014142135623730952,0.929
92,LeNet5,0.34341666666666665,0.4643,2.239072799682617,2.229048013687134,3,6.863164186477661,8192,0.014142135623730952,0.929
93,LeNet5,0.50335,0.5234,2.117037773132324,2.083230495452881,4,6.8359534740448,8192,0.014142135623730952,0.929
94,LeNet5,0.5716333333333333,0.709,1.6067185401916504,1.4451919794082642,5,6.860601902008057,8192,0.014142135623730952,0.929
95,LeNet5,0.7511666666666666,0.8111,0.7198351621627808,0.6245561838150024,6,7.140022039413452,8192,0.014142135623730952,0.929
96,LeNet5,0.7532,0.7132,2.1629526615142822,1.4768929481506348,7,6.964052677154541,8192,0.014142135623730952,0.929
97,LeNet5,0.7413333333333333,0.7986,0.8659756183624268,0.7989375591278076,8,6.881901264190674,8192,0.014142135623730952,0.929
98,LeNet5,0.8255833333333333,0.8733,0.48487168550491333,0.42300254106521606,9,6.813500642776489,8192,0.014142135623730952,0.929
99,LeNet5,0.8812833333333333,0.9103,0.36417561769485474,0.3249272108078003,10,6.8413777351379395,8192,0.014142135623730952,0.929
100,LeNet5,0.9067833333333334,0.9226,0.29916104674339294,0.26565805077552795,11,7.207859516143799,8192,0.014142135623730952,0.929
101,LeNet5,0.92295,0.9343,0.23838873207569122,0.2211788147687912,12,6.867440938949585,8192,0.014142135623730952,0.929
102,LeNet5,0.9341,0.9428,0.20481017231941223,0.19544169306755066,13,7.1188414096832275,8192,0.014142135623730952,0.929
103,LeNet5,0.9421,0.9496,0.17862765491008759,0.169481560587883,14,6.857228517532349,8192,0.014142135623730952,0.929
104,LeNet5,0.9476,0.954,0.16259832680225372,0.15294422209262848,15,7.025030851364136,8192,0.014142135623730952,0.929
105,LeNet5,0.9528166666666666,0.9563,0.13997122645378113,0.1372884213924408,16,6.917276382446289,8192,0.014142135623730952,0.929
106,LeNet5,0.9562833333333334,0.9586,0.13425035774707794,0.12687702476978302,17,6.86303973197937,8192,0.014142135623730952,0.929
107,LeNet5,0.9595166666666667,0.9626,0.11627668142318726,0.11565670371055603,18,6.893133163452148,8192,0.014142135623730952,0.929
108,LeNet5,0.96275,0.9644,0.13013200461864471,0.10731563717126846,19,6.9970033168792725,8192,0.014142135623730952,0.929
109,LeNet5,0.9649166666666666,0.9676,0.1109672486782074,0.10063646733760834,20,6.812159061431885,8192,0.014142135623730952,0.929
110,LeNet5,0.96675,0.9693,0.11519467830657959,0.0947270616889,21,6.9306275844573975,8192,0.014142135623730952,0.929
111,LeNet5,0.9683,0.9705,0.08491376042366028,0.0904851034283638,22,6.945077896118164,8192,0.014142135623730952,0.929
112,LeNet5,0.9694333333333334,0.9725,0.10998302698135376,0.08667556941509247,23,6.9899680614471436,8192,0.014142135623730952,0.929
113,LeNet5,0.9706,0.9737,0.08339034765958786,0.08226706087589264,24,6.850015640258789,8192,0.014142135623730952,0.929
114,LeNet5,0.9716,0.9744,0.10045313835144043,0.07874036580324173,25,6.944209337234497,8192,0.014142135623730952,0.929
115,LeNet5,0.9728166666666667,0.9757,0.08949056267738342,0.07621244341135025,26,6.871469020843506,8192,0.014142135623730952,0.929
116,LeNet5,0.9739666666666666,0.9769,0.08480005711317062,0.07351105660200119,27,6.952240467071533,8192,0.014142135623730952,0.929
117,LeNet5,0.9746833333333333,0.9775,0.08096304535865784,0.0708504244685173,28,7.054818391799927,8192,0.014142135623730952,0.929
118,LeNet5,0.9755833333333334,0.9777,0.06459425389766693,0.06877071410417557,29,7.145331382751465,8192,0.014142135623730952,0.929
119,LeNet5,0.9760833333333333,0.9789,0.06917043775320053,0.06605484336614609,30,6.863951206207275,8192,0.014142135623730952,0.929
